Date;Sales;Season;Kalendar;Week-of-Month;Competitor spending;Salgdage;Unemployment rate;Tracking;Tracking-smoothed;Respons Media;Sol-Oslo;Oslo - Mean temperature;Oslo - Total precipitation;Bergen - Mean temperature;Bergen - Total precipitation;Print;InStore;DirectMarketing;RADIO;TV Taktisk;TV Image
2008-38;22239136.82;10489311.04;Normal;4;13.96256866;84;1.784656085;33.6;33.52758047;6834635.539;15.7;9.071428571;1.1;11.92857143;38;4081435;4417;258755;11928;1362507;0
2008-39;11078998.86;10239850.48;Normal;5;14.29421554;83;1.813756614;31.87250996;33.39667552;5964803.169;45.3;11.04285714;0;11.42857143;24.6;1371314;4417;258755;11928;0;555286
2008-40;17106848.57;11720159.01;Normal;1;13.95000622;83;1.841269841;29.6;33.00096688;5017716.746;18.3;6.985714286;69.2;7.871428571;56.1;979303;4317;287020;11928;0;379784
2008-41;15299044.29;11615159.01;Normal;2;14.16689034;83;1.867195767;30.4;33.16945926;4400655.93;34.1;8.957142857;32.4;10.95714286;108.2;1038061;404278;298326;133188;0;491427
2008-42;11680439.9;13254794.63;Normal;3;14.22973099;84;1.893121693;29.08366534;33.68374497;5277878.516;34.4;6.242857143;2.2;8.071428571;130.3;747847;4277;298326;11928;770850;0
2008-43;16499860.86;15186015.88;Normal;4;14.33261555;72;1.91957672;30.83003953;33.47338641;5935529.42;25.4;8.628571429;10.2;8.528571429;210.2;3906463;4277;298326;11928;868291;0
2008-44;17885801.61;12666070.6;Normal;1;13.83861401;72;1.949206349;32.8;32.78767212;5215961.355;18.4;1.84;16.3;3.28;24;1000689;4317;288648;11928;0;1093801
2008-45;11512604.38;11914229.38;Normal;2;13.97933952;72;1.978835979;37.2;33.30195784;4586008.694;22.1;2.914285714;13.8;7.114285714;13.6;769042;4417;264453;11928;0;1223303
2008-46;11095351.56;12317543.11;Normal;3;14.17515982;83;2.008465608;30.4;33.60429136;4189497.916;19.5;3.414285714;38;6.1;113.1;990552;4417;264453;11928;0;928616
2008-47;13248154.2;11332649.34;Normal;4;14.15659656;84;2.038624339;24.8;34.22857143;5291409.45;24.3;0.857142857;6.5;1.557142857;78.2;1074144;4417;264453;11928;757852.0747;3345.925275
2008-48;15436937.79;8708949.193;Normal;1;13.97508149;84;2.071957672;34;34.85714286;5848727.389;15;2.042857143;12.2;3.428571429;66;3417722;4417;264453;11928;814908;0
2008-49;10086941.42;8979708.626;Normal;2;14.04014849;84;2.108994709;31.2;34.57142857;5178523.669;3.4;-0.885714286;10.1;1.085714286;1.4;1025326;4277;2429;11928;845804;0
2008-50;8585958.16;11573022.88;Normal;3;13.71045742;84;2.146031746;35.2;33.74331066;4488570.044;0.4;-2.3;4.9;2.357142857;68.6;995798;4277;2429;11928;677852;0
2008-51;8836921.66;10038323.85;1.christmas;4;13.9301863;83;2.183068783;37.2;35.11473923;4205785.467;1.1;2.314285714;14.7;5.542857143;74.1;1060360;4277;2429;11928;759298;0
2008-52;3352679.67;7109045.797;2.christmas;5;13.18274195;68;2.222751323;35.2;35.00045351;3133469.448;23.3;-1.671428571;1.2;2.814285714;23.9;243455;4277;2429;11928;0;0
2009-01;5407933.34;6049692.249;Newyear;1;13.45207721;72;2.263492063;24.6031746;34.42902494;2596578.048;16.3;-6.485714286;0;0.414285714;15.1;235390;4277;190129;0;0;0
2009-02;6038614.39;6992272.989;Normal;2;13.34926229;72;2.304232804;34.4;33.51473923;2114502.644;13.1;-2.957142857;1.1;3.057142857;67;438342;4277;330904;0;0;0
2009-03;9323527.95;8109908.755;Normal;3;14.93024409;84;2.344973545;33.2;33.22902494;3035149.686;13.2;-1;5.2;4.914285714;82.2;680744;4277;330904;0;525549;0
2009-04;9392757.16;7623157.672;Normal;4;14.62956356;72;2.382539683;27.2;33.11473923;3716276.464;0.1;0.828571429;49.8;4.371428571;31.2;3569774;4277;330904;0;605217;0
2009-05;9172832.88;7486034.845;Normal;1;14.50430028;83;2.414814815;28.8;34.74285714;2893722.972;1.7;-3.885714286;1.5;3.014285714;2.4;619607;4342;297667;0;0;0
2009-06;7072576.04;8904852.853;Normal;2;13.94418713;71;2.444444444;35.2;33.94285714;2438506.961;8.3;-5.657142857;27.8;-1.5;18;838550;4732;98245;0;0;0
2009-07;8140580.79;6933014.231;Normal;3;14.08490102;84;2.474074074;34.4;32.85714286;2200392.423;38.3;-8.471428571;1.2;-1.657142857;21.8;942625;4732;98245;0;0;0
2009-08;7968339.59;8035026.18;Normal;4;14.22837448;84;2.503703704;36;32.85714286;1902927.874;1.1;-3.842857143;39.6;3.314285714;102.9;739426;4732;98245;0;0;0
2009-09;10312678.18;8470026.18;Normal;1;14.2889432;82;2.537037037;28.8;32.97142857;3980702.92;26.4;-1.585714286;0.9;3.428571429;43.4;1517935;4667;131189;0;767459;0
2009-10;9408634.706;8467614.582;Normal;2;14.5073569;84;2.562962963;25.6;31.82857143;5116305.867;1.6;1.214285714;23.9;5.314285714;55.6;4173039;4277;328853;0;1202257;0
2009-11;9617040.968;8586927.793;Normal;3;14.60380596;72;2.588888889;27.2;31.31428571;3989513.817;13.6;0.585714286;24.7;4.857142857;92.7;817265;4277;328853;0;0;0
2009-12;10037759.86;9797220.436;Normal;4;14.31800427;72;2.614814815;29.6;30.34285714;3553524.866;47.8;2.842857143;0;5.114285714;32.8;1299486;4277;328853;0;0;0
2009-13;11721029.35;7598088.732;Normal;5;14.72070043;83;2.648677249;27.2;30.34285714;3170841.948;44.7;-0.171428571;8.6;3.5;23.2;1222907;4277;328853;0;0;0
2009-14;11352097.26;7144988.18;Palmes¿ndag;1;14.43543018;84;2.675132275;30.8;30.57142857;4775138.001;34.2;3.714285714;0;6.657142857;40.4;1077864;4377;326938;0;955716;0
2009-15;6630342.565;8246382.293;1.easter;2;14.43186526;72;2.693650794;29.2;31.02857143;5093511.097;43.5;6.4;28.4;9.342857143;71.5;2124546;4417;326172;0;743783;0
2009-16;10021643.39;9321535.847;2.easter;3;14.6230247;84;2.712169312;28.8;30.74285714;3983904.569;52.8;7.685714286;11.4;9.571428571;0.7;765857;4417;326172;0;1040857;0
2009-17;12199794.31;8920000;Normal;4;14.62098882;71;2.730687831;27.2;31.37142857;5976004.224;67.7;9.485714286;0;10.02857143;0.7;2056490;4417;326172;0;1123217;0
2009-18;13910595.72;9007072.045;Normal;1;14.65913217;72;2.748677249;30.4;31.08571429;6579368.538;52.3;11.8;15.3;11.04285714;8.4;4412501;4357;321396;0;0;0
2009-19;12606060.94;9842072.045;Normal;2;14.70969197;83;2.763492063;27.6;31.02857143;5811895.944;54.3;9.557142857;17.9;8.057142857;91.8;1889053;4277;315028;0;742753;0
2009-20;13804105.8;11180000;Nationalday;3;14.43559397;84;2.778306878;31.6;30.85714286;6365305.287;66.2;11.5;4.6;11.81428571;0.9;991828;4277;315028;0;958729;0
2009-21;14679441.61;12404284.49;Kristi himmelfartsdag;4;14.62253748;84;2.793121693;28.8;31.14285714;6820618.031;33;12.05714286;32.7;11.12857143;48.8;4502353;4277;315028;69103;564466;0
2009-22;15297226.91;13245593.86;1.pinse;1;14.31298877;82;2.807407407;28.8;31.25714286;6493484.047;83.8;15.25714286;19.6;12.3;27.5;3607114;4277;315028;0;0;0
2009-23;12889185.38;12012162.01;2.pinse;2;14.15702905;83;2.818518519;27.6;31.48571429;5372687.817;67.6;12.8;3.7;11.48571429;0.1;1658423;0;0;0;756648;0
2009-24;14599615.41;13561082.71;Normal;3;13.78919178;84;2.82962963;29.2;31.2;5868233.956;28.7;13.47142857;4.2;11.62857143;2.4;858940;0;0;0;743783;0
2009-25;14610838.57;14163478.13;Normal;4;13.0928285;84;2.840740741;31.2;31.54285714;5678606.391;79.5;13.51428571;24;11.75714286;42.1;1857593;0;0;0;1040857;0
